Title,Subtitle,Series,Volume,Author,"Author (Last, First)",Illustrator,Narrator,Translator,Publisher,Date Published,Year Published,Genre,Edition,Editor,Summary,Guided Reading Level,Lexile Measure,Grade Level Equivalent,Developmental Reading Assessment,Interest Level,Word Count,Original Title,Number of Pages,Format,Dimensions,Weight,List Price,Language,DDC,LCC,OCLC,ISBN,Favorites,Rating,Physical Location,Status,Date Started,Date Finished,Loaned To,Date Loaned,Borrowed From,Date Borrowed,Returned from Borrow,Quantity,Condition,Recommended By,Date Added,Tags,Purchase Date,Purchase Place,Purchase Price,Notes,Google VolumeID,Category,Wish List,Uploaded Image URL,Activities
Hap-Pea All Year,,,,Keith Baker,"Baker, Keith",,,,Simon and Schuster,2016/11/01,2016,Juvenile Fiction,,,"Keith Baker’s New York Times bestselling peas are back for more fun—this time exploring the months of the year!Hap-pea January! Let’s get going, grab your mittens—hooray, it’s snowing! The peas have rolled through the letters, numbers, and colors. Now, they’re back with all of their signature jaunty and joyful perfect-for-preschoolers energy to take young readers through the calendar. With bouncy rhyming text and playful pea-packed illustrations, celebrating the months, the seasons, and the holidays has never been so fun!",,,,,,,,40,,,,,English,,,,9781481458542,0,0,,Unread,,,,,,,0,,,,2018/01/02 13:54:52.995086014,,,,,,j8lSDQAAQBAJ,,0,,
Crocodaddy,,,,Kim Norman,"Norman, Kim",,,,"Sterling Publishing Company, Incorporated",2013/01/03,2013,Juvenile Fiction,,,"Celebrate the imagination—and the love between father and son—with this new board book edition of the fun, rhyming, and totally original story. On a hot summer's day, a young boy playfully sets out on a “crocodaddy hunt” in the lake. Following the creature's shadow, dark and wet, he's soon taking a wild ride on the grinning croc's back. And when they leave the water, something wonderful happens: Crocodaddy transforms into…just DADDY. Bright, energetic illustrations (complete with wily crocodile in Dad's swim trunks) highlight the story's humor and warmth.",,,,,,,,22,,,,,English,,,,9781454901303,0,0,,Unread,,,,,,,0,,,,2018/01/02 09:42:03.283836007,,,,,,9vKAMgEACAAJ,,0,,
"Happy Easter, Mouse!",,,,Laura Numeroff,"Numeroff, Laura",,,,Harper Collins,2010/01/26,2010,Juvenile Fiction,,,Join Mouse from If You Give a Mouse a Cookie as he tries to figure out who's leaving Easter eggs all over his house!,,,,,,,,24,,,,,English,,,,9780694014224,0,0,,Unread,,,,,,,0,,,,2018/01/02 09:37:54.87477028,,,,,,F387XHkcflwC,,0,,
Pinkalicious,,,,"Victoria Kann, Elizabeth Kann","Kann, Victoria",,,,Harper Collins,2006/05/23,2006,Juvenile Fiction,,,"Pink, pink, pink. More than anything, Pinkalicious loves pink, especially pink cupcakes. Her parents warn her not to eat too many of them, but when Pinkalicious does . . . she turns pink! What to do?   This sparkling picture book, filled with such favorites as pink bubble gum, pink peonies, pink cotton candy, and pink fairy princess dresses, celebrates all things pink while showing that being yourself is best of all.",,,,,,,,40,,,,,English,,,,9780060776398,0,0,,Unread,,,,,,,0,,,,2017/12/31 16:35:36.232728004,,,,,,zOVXu6x4F2wC,,0,,
Who's That Singing?,A Pull-the-Tab Book,,,Jason Chapman,"Chapman, Jason",,,,Little Simon,2010/06/15,2010,Juvenile Fiction,,,"Someone's singing in the jungle and waking everyone up! Who could it be? One by one, jungle animals awaken--and kids can pull the tabs to make mouths and eyes open and close, bringing the animals to life! Find out whose tune is reverberating through the jungle at the end of this entertaining, interactive hunt.",,,,,,,,12,,,,,English,,,,9781416987369,0,0,,Unread,,,,,,,0,,,,2017/12/31 16:32:03.501738011,,,,,,zo86PgAACAAJ,,0,,
The Poky Little Puppy and the Patchwork Blanket,,,,Jean Chandler,"Chandler, Jean",,,,Golden Press,,1983,Politics and government,,,"Despite his mother's warnings, the poky little puppy takes his blanket with him each day as he goes out to play, snags it on everything, and soon has almost nothing left.",,,,,,,,20,,,,,English,,,,9780307114181,0,0,,Unread,,,,,,,0,,,,2017/12/29 17:19:58.989857017,,,,,,xocpNgAACAAJ,,0,,
The Poky Little Puppy,,,,Janette Sebring Lowrey,"Lowrey, Janette Sebring",,,,Golden Book,,2011,Juvenile Fiction,,,"The bestselling picture book of all time is now available in our new Golden Baby line! Now a new generation can follow that curious puppy, as he goes ""pell-mell, tumble-bumble"" through the green grass, in a sturdy board book edition with a padded cover.",,,,,,,,24,,,,,English,,,,9780375861291,0,0,,Unread,,,,,,,0,,,,2017/12/29 17:19:18.702044010,,,,,,LIR6r6g38HQC,,0,,
The Berenstain Bears' Trouble with Pets,,,,"Stan Berenstain, Jan Berenstain","Berenstain, Stan",,,,Random House Children's Books,2015/03/25,2015,Juvenile Fiction,,,"This classic Berenstain Bears story is a perfect way to teach children about the responsibilities of caring for a pet!Come for a visit in Bear Country with this classic First Time Book® from Stan and Jan Berenstain. Brother and Sister are getting a dog, but will the cubs help take care of the new puppy like they promised? Includes over 50 bonus stickers!",,,,,,,,32,,,,,English,,,,9780553537000,0,0,,Unread,,,,,,,0,,,,2017/12/29 17:18:33.899830996,,,,,,7W_eBgAAQBAJ,,0,,
The Berenstain Bears' Christmas Tree,,,,"Stan Berenstain, Jan Berenstain","Berenstain, Stan",,,,Random House,,1997,Juvenile Fiction,,,"It's Christmastime in Bear COuntry, and Papa Bear is caught right in themiddle of an ecological dilemma--every tree he picks to chop down is home to afellow furred or feathered creature. Papa doesn't have the heart to make themhomeless, and though he returns home enpty-handed, he does have a brilliantidea! Join in the holiday revelry as the Bears brighten their forest home withlots of bangles, bells, and colorful balls. This delightful reissue, which soldover 180,000 copies, will now have a stunning new cover to charm a whole newgeneration of Bear lovers.",,,,,,,,32,,,,,English,,,,9780394845661,0,0,,Unread,,,,,,,0,,,,2017/12/29 17:18:31.633494019,,,,,,F4ekRAAACAAJ,,0,,
"Old Hat, New Hat",,,,"Stan Berenstain, Jan Berenstain","Berenstain, Stan",,,,Random House,,1997,Juvenile Fiction,,,"Like the parent Beginner Books, Bright & Early Books feature the same affordable hardcover format, imaginative stories, and colorful pictures. Geared for a younger audience, these books use simple words, repetition, and pictures that act as clues to the text. Contributors include Dr. Seuss (""Mr. Brown Can Moo!"" ""Can You?, "" ""There's a Wocket in My Pocket!, "" ""The Foot Book""), Stan and Jan Berenstain (""Inside, Outside, Upside Down; Bears on Wheels""), Al Perkins (""Hand, Hand, Fingers, Thumb"") and Michael Frit (""I'll Teach My Dog 100 Words""). Preschool - Grade 1.",,,,,,,,24,,,,,English,,,,9780679886303,0,0,,Unread,,,,,,,0,,,,2017/12/29 17:17:30.46979010,,,,,,NjrEInJbz2gC,,0,,
The Berenstain Bears and the Bad Habit,,,,"Stan Berenstain, Jan Berenstain","Berenstain, Stan",,,,Random House Children's Books,2013/03/27,2013,Juvenile Fiction,,,"Come for a visit in Bear Country with this classic First Time Book® from Stan and Jan Berenstain. Join Mama, Papa, and Brother, as they try and help Sister break a very bad habit . . . biting her nails. Will she manage to get her bad habit under control, or will she end up stuck as a nail nibbler. This beloved story is a perfect way to teach children about the importance of overcoming bad habits.",,,,,,,,32,,,,,English,,,,9780385370363,0,0,,Unread,,,,,,,0,,,,2017/12/29 17:15:58.74154973,,,,,,GZa0JFHXl6gC,,0,,
The Berenstain Bears and Too Much Teasing,,,,"Stan Berenstain, Stan & Jan Berenstain","Berenstain, Stan",,,,Random House,,1995,Juvenile Fiction,,,"Illustrated in full color. Brother Bear is a master at teasing--until thetables are turned and he's the one being heckled for being the principal's pet.And when Brother finally understands that teasing isn't just mean, it's alsodangerous, he actually decides to stick up for the new kid at school.",,,,,,,,32,,,,,English,,,,9780679877066,0,0,,Unread,,,,,,,0,,,,2017/12/29 17:15:55.520973026,,,,,,y_GKDQAAQBAJ,,0,,
The Berenstain Bears' Dinosaur Dig,,,,Jan Berenstain,"Berenstain, Jan",,,,HarperCollins,2012/07/03,2012,Juvenile Fiction,,,"When Brother and Sister visit the Bearsonian Museum, they luck out. A r seal dinosaur dig is taking place! What sort of fossils will they find? A Stegosaurus? A Spinosaurus? The mighty Tyrannosaurus rex? Dig in with the Berenstain Bears and find out!",,,,,,,,24,,,,,English,,,,9780062075482,0,0,,Unread,,,,,,,0,,,,2017/12/29 17:15:52.655538022,,,,,,rAMCywAACAAJ,,0,,
The Berenstain Bears Get Stage Fright,,,,"Stan Berenstain, Jan Berenstain","Berenstain, Stan",,,,Random,,1986,Juvenile Fiction,,,"This classic Berenstain Bears story is a perfect way to teach children about being brave and rising above adversity!  Come for a visit in Bear Country with this classic First Time Book� from Stan and Jan Berenstain. It's time for the school play, Grizzlystiltskin, and Sister is playing the Princess! But when she gets a bad case of stage fright, will it be curtains for her, or will she be a big hit? Includes over 50 bonus stickers!",,,,,,,,32,,,,,English,,,,9780394873374,0,0,,Unread,,,,,,,0,,,,2017/12/29 17:15:47.388531029,,,,,,feuZR9hHpvEC,,0,,
The Berenstain Bears Go Out for the Team,,,,"Stan Berenstain, Jan Berenstain","Berenstain, Stan",,,,Random House Children's Books,2011/02/02,2011,Juvenile Fiction,,,Come for a visit in Bear Country with this classic First Time Book® from Stan and Jan Berenstain. It’s time for baseball tryouts and Brother is feeling the pressure. Will he be any good? Will Sister make the team over him? This beloved story is a grand slam way to teach children about nerves and healthy competition.,,,,,,,,32,,,,,English,,,,9780375982552,0,0,,Unread,,,,,,,0,,,,2017/12/29 17:15:44.639503002,,,,,,nbUpu8itmbgC,,0,,
The Berenstain Bears and the Excuse Note,,,,"Stan Berenstain, Jan Berenstain","Berenstain, Stan",,,,Random House Children's Books,2013/03/27,2013,Juvenile Fiction,,,"This classic Berenstain Bears story is a perfect way to teach children about trying new things and the importance of physical fitness!  Come for a visit in Bear Country with this classic First Time Book® from Stan and Jan Berenstain. Sister has hurt her ankle! The good news is that it gets her out of gym class . . . a class she hates. Once it heals, will Sister leap back in, or will she stay sitting on the sidelines.",,,,,,,,32,,,,,English,,,,9780385370370,0,0,,Unread,,,,,,,0,,,,2017/12/29 17:14:22.635047972,,,,,,d6L1yaz21C4C,,0,,
The Berenstain Bears and the In-Crowd,,,,"Stan Berenstain, Jan Berenstain","Berenstain, Stan",,,,Random House Children's Books,2012/10/31,2012,Juvenile Fiction,,,"This classic Berenstain Bears story is a perfect way to teach children about the importance of being yourself!Come for a visit in Bear Country with this classic First Time Book® from Stan and Jan Berenstain. There’s a new cub at school, Queenie McBear, and Sister really wants to be her friend. Will she try and change who she is in order to get Queenie to like her, or will she realize that she’s wonderful just as she is. Includes over 50 bonus stickers!",,,,,,,,32,,,,,English,,,,9780449812655,0,0,,Unread,,,,,,,0,,,,2017/12/29 17:14:14.549484014,,,,,,qdxPjjo3j1UC,,0,,
The Bears' Christmas,,,,"Stan Berenstain, Jan Berenstain","Berenstain, Stan",,,,Collins,1984/10/01,1984,Bears,,,"All beginning readers love stories about the Berenstain bears because Papa Bear is so disaster-prone. They identify with Small Bear, who watches Papa's hilarious efforts with sled, skis and skates in The Bears' Christmas.",,,,,,,,59,,,,,English,,,,9780001713024,0,0,,Unread,,,,,,,0,,,,2017/12/29 17:14:06.598483026,,,,,,O8NkAAAACAAJ,,0,,
The Berenstain Bears and Mama's New Job,,,,"Stan Berenstain, Jan Berenstain","Berenstain, Stan",,,,Random House Children's Books,2013/07/31,2013,Juvenile Fiction,,,"Come for a visit in Bear Country with this classic First Time Book® from Stan and Jan Berenstain. When Mama opens her own quilt shop, Papa, Brother, and Sister have to adjust to a new routine. But no matter what, they are proud of Mama and she is proud of them. This beloved story is a perfect way to teach children about what it can be like when a parent heads off to work.",,,,,,,,32,,,,,English,,,,9780385370455,0,0,,Unread,,,,,,,0,,,,2017/12/29 17:14:00.398362994,,,,,,0Im3Cnlb2oEC,,0,,
The Berenstain Bears and the Trouble with Grownups,,,,Stan Berenstain,"Berenstain, Stan",,,,Random House,,1992,Juvenile Fiction,,,"This classic Berenstain Bears story is a perfect way to teach children about empathy and appreciating family!  Come for a visit in Bear Country with this classic First Time Book� from Stan and Jan Berenstain. Brother and Sister think Mama and Papa are too bossy, so the Bear family decides to switch places so they can see what life is like through each other's eyes. Includes over 50 bonus stickers!",,,,,,,,32,,,,,English,,,,9780679830009,0,0,,Unread,,,,,,,0,,,,2017/12/29 17:13:57.864614009,,,,,,82shsn6-u7QC,,0,,
The Berenstain Bears' Report Card Trouble,,,,"Stan Berenstain, Jan Berenstain","Berenstain, Stan",,,,Random House Children's Books,2013/05/29,2013,Juvenile Fiction,,,Come for a visit in Bear Country with this classic First Time Book® from Stan and Jan Berenstain. Papa and Mama are not happy with Brother’s report card and won’t let him play soccer until he gets better grades. Will Brother ever be able to get back on the field? This beloved story is a perfect way to teach children about personal responsibility and asking for help if they need it.,,,,,,,,32,,,,,English,,,,9780385370417,0,0,,Unread,,,,,,,0,,,,2017/12/29 17:13:53.814423978,,,,,,DobUYEK-2V4C,,0,,
The Berenstain Bears and the Bad Dream,,,,"Stan Berenstain, Jan Berenstain","Berenstain, Stan",,,,Random House Children's Books,2012/07/25,2012,Juvenile Fiction,,,"Come for a visit in Bear Country with this classic First Time Book® from Stan and Jan Berenstain. Brother and Sister have started having bad dreams. Now it’s up to Mama and Papa to help them understand that even though bad dreams can be scary, they aren’t real. This beloved story is a perfect way to allay any child’s worries about bedtime and nightmares.",,,,,,,,32,,,,,English,,,,9780449812594,0,0,,Unread,,,,,,,0,,,,2017/12/29 17:13:49.931770026,,,,,,-Tq86bFOJ_EC,,0,,
The Berenstain Bears Meet Santa Bear,,,,Jan Berenstain,"Berenstain, Jan",,,,Random House,,1984,Juvenile Fiction,,,"How can Santa's sleigh land when there's no snow onthe ground? How can hepossibly fit down all those skinny-minny little chimneys? And how come everymall has a different Santa? These are just some of the highly delicate issueshandled in this classic ""First Time Book"" that's back in print with acheery new cover for a new generation of Bear fans.",,,,,,,,30,,,,,English,,,,9780394868806,0,0,,Unread,,,,,,,0,,,,2017/12/29 17:13:45.813983023,,,,,,QHBVIZhEO2YC,,0,,
The Truth,,,,Stan Berenstain,"Berenstain, Stan",,,,Random House,,1983,Honesty,,,Brother and Sister Bear learn how important it is to tell the truth after they accidentally break Mama Bear's most favorite lamp.,,,,,,,,34,,,,,English,,,,9780394856407,0,0,,Unread,,,,,,,0,,,,2017/12/29 17:12:05.48003971,,,,,,C-Llk6CjM2MC,,0,,
Little Blue Truck's Christmas,,,,Alice Schertle,"Schertle, Alice",,,,Houghton Mifflin Harcourt,,2014,Juvenile Fiction,,,"It's the most wonderful time of the year! Little Blue Truck is spreading cheer by delivering Christmas trees to his animal friends. Can you help count each green tree from one to five and back again? Don't forget to save one for Blue! Beep! Beep! With the gentle rhythm and signature illustration style that made Little Blue Truck a household name, Blue's new adventure is full of holiday warmth. Sturdy cardstock pages, a compact and child-friendly text, and flashing colored Christmas lights on the final page come together in a novelty gift book that's sure to be the favorite treat of the season.",,,,,,,,24,,,,,English,,,,9780544320413,0,0,,Unread,,,,,,,0,,,,2017/12/29 17:12:05.36680996,,,,,,3gdIBAAAQBAJ,,0,,
